id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
632767,API,Chat,No,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
632763,Landing Page Submission,Direct Traffic,No,No,1,3.0,248,1.5,Email Opened,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
632746,API,Chat,Yes,No,0,12.0,935,4.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
632733,Landing Page Submission,Google,No,No,0,5.0,161,5.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
632728,Landing Page Submission,Google,No,No,0,2.0,1095,2.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
632721,API,Google,No,No,0,2.0,465,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
632714,Landing Page Submission,Direct Traffic,No,No,1,6.0,920,2.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
632692,Landing Page Submission,Direct Traffic,No,No,0,6.0,94,2.0,Email Opened,Finance Management,Unemployed,Yes,No,No,No,No,Yes,,,Yes
632666,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
632664,Landing Page Submission,Google,No,No,0,5.0,15,5.0,Email Link Clicked,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
632641,Landing Page Submission,Direct Traffic,No,No,0,15.0,69,3.0,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
632629,Landing Page Submission,Direct Traffic,No,No,1,7.0,1273,7.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
632611,API,Google,No,No,1,2.0,70,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
632608,Landing Page Submission,Google,No,No,1,5.0,676,5.0,SMS Sent,Finance Management,Student,No,No,No,No,No,No,,,No
632605,API,Google,No,No,0,1.0,192,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,17.0,No
632565,Landing Page Submission,Google,No,No,0,9.0,890,9.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
632449,API,Google,No,No,0,5.0,644,5.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,12.0,No
632435,Landing Page Submission,Google,No,No,1,5.0,129,2.5,Form Submitted on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
632433,Landing Page Submission,Google,No,No,1,5.0,251,5.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
632407,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,215,5.0,Page Visited on Website,IT Projects Management,,No,No,No,No,No,No,15.0,15.0,No
632387,Landing Page Submission,Google,No,No,0,3.0,26,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
632382,API,Google,No,No,1,5.0,921,5.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No
632381,Landing Page Submission,Direct Traffic,No,No,0,6.0,52,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
632380,Landing Page Submission,Google,No,No,0,8.0,242,1.6,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
632374,Landing Page Submission,Direct Traffic,No,No,1,4.0,1655,1.33,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,Yes
632368,API,Google,Yes,No,0,1.0,255,1.0,Email Bounced,,,No,No,No,No,No,No,,,No
632365,Landing Page Submission,Google,No,No,0,5.0,637,2.5,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,No
632358,Landing Page Submission,Google,No,No,0,2.0,93,2.0,Form Submitted on Website,E-Business,Unemployed,No,No,No,No,No,No,,,Yes
632342,API,Google,No,No,0,2.0,41,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
632341,Landing Page Submission,Direct Traffic,No,No,0,4.0,20,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
632338,Landing Page Submission,Google,No,No,1,3.0,797,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
632322,Landing Page Submission,Direct Traffic,No,No,1,6.0,958,6.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
632303,Landing Page Submission,Google,No,No,1,4.0,906,4.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
632274,API,Chat,No,No,1,6.0,781,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
632269,API,Google,No,No,1,4.0,343,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
632263,Landing Page Submission,Google,Yes,No,0,4.0,231,4.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,No
632244,Landing Page Submission,Google,Yes,No,0,2.0,1017,2.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
632243,API,Chat,No,No,0,4.0,1723,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,15.0,No
632239,Landing Page Submission,Organic Search,No,No,0,29.0,209,2.9,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
632233,Landing Page Submission,Organic Search,No,No,0,3.0,24,3.0,Converted to Lead,Supply Chain Management,Student,No,No,No,No,No,No,16.0,16.0,Yes
632224,Landing Page Submission,Direct Traffic,No,No,0,2.0,403,2.0,Email Opened,Select,Working Professional,No,No,No,No,No,No,,,No
632216,API,Google,No,No,0,10.0,16,5.0,Email Opened,,,No,No,No,No,No,No,,,No
632210,Landing Page Submission,Google,No,No,1,4.0,422,2.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,No
632196,API,Google,No,No,1,2.0,803,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
632169,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
632159,Landing Page Submission,Direct Traffic,No,No,0,2.0,954,2.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
632143,Landing Page Submission,Google,No,No,0,10.0,479,3.33,Email Opened,Operations Management,,No,No,No,No,No,No,13.0,17.0,Yes
632132,Landing Page Submission,Google,No,No,1,11.0,442,5.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
632097,Landing Page Submission,Google,No,No,1,5.0,183,2.5,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
632055,Landing Page Submission,Google,No,No,0,2.0,589,2.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
632041,Landing Page Submission,Google,No,No,0,3.0,4,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
632032,Landing Page Submission,Organic Search,No,No,0,7.0,448,2.33,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
632028,Landing Page Submission,Direct Traffic,No,No,0,1.0,44,1.0,Converted to Lead,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
632017,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
631984,Landing Page Submission,Direct Traffic,No,No,0,2.0,103,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
631944,Landing Page Submission,Organic Search,No,No,0,3.0,149,3.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
631919,API,Google,No,No,1,4.0,1811,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
631894,API,Google,No,No,0,3.0,344,3.0,Email Opened,,,No,No,No,No,No,No,,,No
631890,Landing Page Submission,Google,No,No,0,4.0,1093,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
631889,Landing Page Submission,Google,No,No,1,5.0,1287,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
631864,Landing Page Submission,Google,No,No,1,2.0,1290,2.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
631837,Landing Page Submission,Google,Yes,No,0,5.0,25,5.0,Email Bounced,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
631819,Landing Page Submission,Google,No,No,1,5.0,96,1.67,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
631817,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
631812,Landing Page Submission,Google,No,No,0,4.0,234,4.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,No
631767,Landing Page Submission,Google,Yes,No,0,5.0,551,5.0,Unsubscribed,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
631766,API,Google,No,No,0,3.0,538,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
631758,Landing Page Submission,Organic Search,No,No,1,9.0,1623,2.25,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
631753,Landing Page Submission,Organic Search,Yes,No,0,7.0,37,7.0,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,,,Yes
631747,API,Chat,No,No,0,1.0,241,1.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
631746,Landing Page Submission,Google,No,No,0,7.0,159,2.33,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,14.0,No
631708,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
631706,Landing Page Submission,Direct Traffic,No,No,1,2.0,1119,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
631704,API,Google,No,No,0,2.0,270,2.0,Email Opened,,,No,No,No,No,No,No,,,No
631699,Landing Page Submission,Organic Search,No,No,0,4.0,639,4.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,No
631676,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
631670,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
631665,Landing Page Submission,Organic Search,No,No,0,7.0,52,7.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
631658,Lead Add Form,Reference,No,No,1,,1055,,,Select,Unemployed,No,No,No,No,No,No,,,No
631653,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
631649,API,Google,No,No,1,3.0,1147,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
631647,Lead Add Form,Reference,No,No,1,,521,,,Select,Unemployed,No,No,No,No,No,No,,,No
631642,Lead Add Form,Reference,No,No,1,,1182,,,Select,Unemployed,No,No,No,No,No,No,,,No
631641,Landing Page Submission,Google,No,No,1,4.0,1512,4.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,No
631627,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
631621,Landing Page Submission,Direct Traffic,No,No,0,2.0,442,2.0,Chat Conversation,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
631618,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,597,2.0,Email Bounced,Marketing Management,,No,No,No,No,No,No,,,Yes
631614,Landing Page Submission,Direct Traffic,No,No,1,6.0,273,2.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
631613,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
631597,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
631587,API,Google,No,No,0,2.0,350,2.0,Email Opened,,,No,No,No,No,No,No,,,No
631565,Landing Page Submission,Google,No,No,1,4.0,1646,4.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
631563,Landing Page Submission,Direct Traffic,No,No,1,7.0,1290,7.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
631540,Landing Page Submission,Google,No,No,1,4.0,1104,4.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
631526,API,Google,No,No,1,2.0,1331,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
631513,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
631507,Lead Add Form,Reference,No,No,0,,109,,,Select,Unemployed,No,No,No,No,No,No,,,No
631496,Landing Page Submission,Organic Search,No,No,1,3.0,644,3.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,,,Yes
631489,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
631482,API,Google,No,No,1,2.0,1576,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
631479,API,Google,No,No,0,1.0,79,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
631467,Landing Page Submission,Google,No,No,1,14.0,17,14.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
631465,Landing Page Submission,Direct Traffic,No,No,0,3.0,57,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
631453,Landing Page Submission,Direct Traffic,No,No,0,3.0,20,3.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,Yes
631445,API,Google,No,No,0,2.0,189,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
631439,API,Google,No,No,1,6.0,1162,6.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
631429,Landing Page Submission,Direct Traffic,No,No,0,4.0,44,4.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,Yes
631420,Landing Page Submission,Google,No,No,0,3.0,690,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
631406,Lead Add Form,Reference,No,No,1,3.0,1248,1.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,14.0,20.0,Yes
631405,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
631400,API,Direct Traffic,No,No,1,7.0,114,7.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
631395,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
631392,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
631390,Landing Page Submission,Organic Search,No,No,1,4.0,362,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
631375,API,Google,No,No,0,4.0,183,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
631362,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
631360,API,Google,No,No,0,3.0,237,3.0,Converted to Lead,,,No,No,No,No,No,No,,,No
631352,Landing Page Submission,Direct Traffic,No,No,0,4.0,453,4.0,Page Visited on Website,Operations Management,,No,No,No,No,No,No,,,Yes
631336,Landing Page Submission,Google,No,No,0,4.0,12,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
631333,Lead Add Form,Reference,No,No,1,,532,,,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
631324,Landing Page Submission,Google,No,No,1,4.0,222,4.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
631318,API,Chat,No,No,1,16.0,1448,1.78,Page Visited on Website,E-COMMERCE,Working Professional,No,No,No,No,No,No,16.0,12.0,No
631307,API,Google,No,No,0,1.0,247,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
631306,Landing Page Submission,Google,No,No,0,8.0,546,2.67,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
631277,Landing Page Submission,Organic Search,No,No,0,3.0,27,3.0,Converted to Lead,Travel and Tourism,,No,No,No,No,No,No,,,Yes
631268,Lead Add Form,Reference,No,No,1,4.0,1101,1.33,Chat Conversation,Finance Management,Working Professional,No,No,No,No,No,No,16.0,20.0,Yes
631267,Landing Page Submission,Google,No,No,1,4.0,1855,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
631255,Landing Page Submission,Google,No,No,1,3.0,1286,3.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,No
631245,Landing Page Submission,Direct Traffic,No,No,0,4.0,218,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
631243,API,Google,No,No,1,6.0,1232,3.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
631226,Landing Page Submission,Direct Traffic,No,No,1,8.0,1495,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
631168,API,Google,No,No,0,2.0,1360,2.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
631159,Landing Page Submission,Google,No,No,0,3.0,323,3.0,Email Opened,Hospitality Management,,No,No,No,No,No,No,,,No
631155,API,Google,No,No,0,2.0,1409,2.0,Email Opened,,,No,No,No,No,No,No,,,No
631150,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,186,1.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
631122,Landing Page Submission,Organic Search,No,No,1,7.0,257,7.0,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
631121,API,Chat,No,No,0,7.0,74,1.4,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,,,Yes
631108,Landing Page Submission,Direct Traffic,No,No,0,3.0,307,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
631082,Landing Page Submission,Google,No,No,0,3.0,409,3.0,Form Submitted on Website,Operations Management,,No,No,No,No,No,No,,,No
631027,Landing Page Submission,Direct Traffic,Yes,No,1,2.0,1645,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
631018,Landing Page Submission,Google,No,No,0,3.0,871,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
631017,Landing Page Submission,Direct Traffic,No,No,0,3.0,1354,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,Yes
631013,Landing Page Submission,Google,No,No,1,3.0,1497,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
630972,Landing Page Submission,Google,No,No,1,5.0,952,5.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
630962,Landing Page Submission,Direct Traffic,No,No,0,4.0,177,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
630952,Landing Page Submission,Google,No,No,0,4.0,1221,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
630949,Landing Page Submission,Direct Traffic,No,No,0,2.0,397,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
630946,Landing Page Submission,Direct Traffic,Yes,No,1,3.0,1653,3.0,Page Visited on Website,Business Administration,,No,No,No,No,No,No,,,No
630936,Landing Page Submission,Google,No,No,0,5.0,228,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
630918,API,Organic Search,No,No,1,8.0,1329,4.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
630903,Landing Page Submission,Google,No,No,0,8.0,782,2.67,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,Yes
630888,Landing Page Submission,Direct Traffic,No,No,0,5.0,213,2.5,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
630875,API,Google,No,No,1,3.0,1528,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630863,Landing Page Submission,Direct Traffic,No,No,0,4.0,488,4.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,,,Yes
630852,Landing Page Submission,Google,No,No,1,4.0,1173,4.0,Email Link Clicked,Supply Chain Management,,No,No,No,No,No,No,,,No
630846,Landing Page Submission,Google,No,No,0,3.0,194,3.0,Email Opened,Travel and Tourism,,No,No,No,No,No,No,,,No
630841,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
630840,Landing Page Submission,Direct Traffic,No,No,1,9.0,62,2.25,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
630835,Landing Page Submission,Google,No,No,1,2.0,678,2.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
630824,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,83,2.0,Unsubscribed,Operations Management,,No,No,No,No,No,No,,,Yes
630808,Landing Page Submission,Google,No,No,0,3.0,49,3.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,No
630804,API,Google,No,No,0,2.0,1553,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
630803,Landing Page Submission,Google,Yes,No,0,5.0,19,2.5,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
630801,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Student,No,No,No,No,No,No,,,No
630797,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
630784,API,Google,No,No,0,2.0,139,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
630783,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630779,Lead Add Form,Reference,No,No,1,,1995,,,Select,Unemployed,No,No,No,No,No,No,,,No
630777,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630775,Lead Add Form,Reference,No,No,1,1.0,1247,1.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,,,No
630765,API,Google,No,No,0,2.0,234,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630760,Landing Page Submission,Direct Traffic,No,No,0,2.0,450,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
630751,API,Google,No,No,0,2.0,1048,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630746,Landing Page Submission,Google,No,No,0,8.0,18,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,Yes
630740,Landing Page Submission,Direct Traffic,No,No,0,2.0,1492,2.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
630736,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
630730,API,Google,No,No,0,2.0,312,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
630728,Landing Page Submission,Direct Traffic,No,No,1,4.0,906,4.0,SMS Sent,Finance Management,Student,No,No,No,No,No,No,,,Yes
630727,Landing Page Submission,Direct Traffic,No,No,0,4.0,1095,4.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
630715,Landing Page Submission,Google,No,No,0,4.0,400,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
630712,API,Google,No,No,0,2.0,130,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630706,API,Organic Search,No,No,1,4.0,266,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630701,API,Organic Search,No,No,0,8.0,58,2.67,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,14.0,No
630695,Landing Page Submission,Google,No,No,1,6.0,1234,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
630689,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
630667,API,Google,No,No,0,2.0,507,1.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
630663,API,Organic Search,Yes,No,0,2.0,274,2.0,Email Bounced,,,No,No,No,No,No,No,,,No
630661,Landing Page Submission,Google,No,No,1,3.0,1248,3.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,No
630654,API,Organic Search,Yes,No,1,3.0,949,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
630648,Landing Page Submission,Google,No,No,0,6.0,763,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
630630,API,Google,No,No,0,2.0,33,1.0,Chat Conversation,,,No,No,No,No,No,No,,,No
630628,Landing Page Submission,Direct Traffic,No,No,0,2.0,298,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
630627,Landing Page Submission,Google,No,No,1,4.0,1554,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
630623,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
630597,Lead Add Form,Reference,No,No,0,,278,,,Human Resource Management,Working Professional,No,No,No,No,No,No,13.0,19.0,No
630589,API,Chat,No,No,1,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
630568,API,Google,No,No,0,3.0,254,3.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
630564,Landing Page Submission,Google,No,No,0,6.0,239,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
630552,API,Chat,No,No,1,0.0,0,0.0,Resubscribed to emails,,,No,No,No,No,No,No,,,No
630529,API,Google,No,No,1,3.0,519,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
630510,Landing Page Submission,Direct Traffic,No,No,1,4.0,390,4.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
630437,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630423,Landing Page Submission,Google,No,No,0,8.0,350,8.0,Page Visited on Website,Retail Management,,No,No,No,No,No,No,,,Yes
630405,Landing Page Submission,Google,No,No,0,11.0,287,11.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,Yes
630390,Landing Page Submission,Google,No,No,1,3.0,664,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
630385,API,Chat,No,No,1,3.0,1580,1.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,No
630367,API,Google,No,No,1,4.0,998,1.33,SMS Sent,,,No,No,No,No,No,No,,,No
630339,Landing Page Submission,Organic Search,No,No,0,4.0,1060,4.0,SMS Sent,Business Administration,,No,No,No,No,No,No,,,Yes
630335,API,Google,No,No,0,3.0,232,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
630331,API,Google,No,No,1,4.0,1656,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,16.0,No
630287,Landing Page Submission,Direct Traffic,No,No,1,5.0,959,2.5,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No
630193,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
630170,Landing Page Submission,Direct Traffic,No,No,1,2.0,503,2.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
