id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
651725,API,Referral Sites,No,No,0,2.0,480,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
640295,Lead Add Form,Reference,No,No,1,,1212,,,Finance Management,Student,No,No,No,No,No,No,14.0,20.0,No
619437,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,E-COMMERCE,Student,No,No,No,No,No,No,15.0,15.0,No
648700,Landing Page Submission,Direct Traffic,No,No,0,6.0,263,6.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,17.0,18.0,Yes
607109,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
585373,Landing Page Submission,Google,No,No,1,8.0,1607,2.67,SMS Sent,Human Resource Management,,No,No,No,No,No,No,15.0,17.0,Yes
604323,Landing Page Submission,Google,No,No,0,2.0,340,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
583802,API,Google,No,No,0,1.0,73,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
653053,Landing Page Submission,Google,No,No,0,2.0,169,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,17.0,No
640364,Landing Page Submission,Google,No,No,1,3.0,694,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
620699,Landing Page Submission,Google,No,No,0,1.0,52,1.0,Converted to Lead,Marketing Management,,No,No,No,No,No,No,,,No
584821,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,229,6.0,Page Visited on Website,Supply Chain Management,,No,No,No,No,No,No,17.0,18.0,Yes
656015,API,Organic Search,Yes,No,0,7.0,265,3.5,Email Bounced,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
650612,Landing Page Submission,Google,No,No,0,2.0,250,2.0,Had a Phone Conversation,Marketing Management,,No,No,No,No,No,No,13.0,17.0,No
624682,Landing Page Submission,Google,Yes,No,0,2.0,135,2.0,Email Bounced,Business Administration,,No,No,No,No,No,No,,,No
588834,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,14.0,15.0,No
593374,Lead Add Form,,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
593297,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,17.0,15.0,No
627274,Landing Page Submission,Google,No,No,0,3.0,407,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
641113,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
596493,Landing Page Submission,Google,No,No,1,10.0,257,2.5,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
595596,Landing Page Submission,Organic Search,No,No,1,4.0,1224,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
580126,Landing Page Submission,Direct Traffic,No,No,1,2.0,1081,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
651760,Landing Page Submission,Google,No,No,0,3.0,271,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
614705,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Housewife,No,No,No,No,No,No,,,No
583845,API,Organic Search,No,No,0,5.0,903,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
603315,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
634844,API,Google,No,No,1,2.0,1551,1.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
642177,Landing Page Submission,Google,No,No,1,4.0,1506,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,No
582313,Landing Page Submission,Direct Traffic,No,No,1,5.0,1467,5.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
590238,Landing Page Submission,Google,No,No,1,4.0,635,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
655175,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
653163,Landing Page Submission,Google,No,No,0,3.0,66,3.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,No
589395,Landing Page Submission,Direct Traffic,No,No,0,2.0,1087,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
604431,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
641258,API,Organic Search,No,No,0,6.0,138,3.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
651722,Landing Page Submission,Google,No,No,1,6.0,605,2.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
627687,Landing Page Submission,Direct Traffic,No,No,0,3.0,23,3.0,SMS Sent,Business Administration,,No,No,No,No,No,No,,,Yes
636410,Landing Page Submission,Direct Traffic,No,No,0,2.0,360,2.0,SMS Sent,Retail Management,Working Professional,No,No,No,No,No,No,10.0,17.0,No
593865,Landing Page Submission,Organic Search,No,No,0,3.0,504,3.0,Converted to Lead,Select,,No,No,No,No,No,No,,,No
595604,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
640096,API,Google,No,No,1,3.0,92,1.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
628048,API,Google,No,No,1,2.0,1257,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
644961,Landing Page Submission,Google,No,No,0,5.0,9,5.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
585357,Landing Page Submission,Direct Traffic,No,No,0,5.0,392,5.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
583036,Landing Page Submission,Direct Traffic,No,No,0,4.0,74,4.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
626353,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
609098,Landing Page Submission,Direct Traffic,No,No,0,2.0,63,2.0,SMS Sent,Business Administration,,No,No,No,No,No,No,,,Yes
608443,Landing Page Submission,Direct Traffic,No,No,0,7.0,386,2.33,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
606827,Landing Page Submission,Organic Search,No,No,0,6.0,160,6.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
624289,Landing Page Submission,Google,No,No,0,5.0,62,5.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,No
655071,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
585868,Landing Page Submission,Organic Search,Yes,No,0,10.0,408,3.33,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,12.0,18.0,Yes
630052,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
633777,Landing Page Submission,Google,No,No,0,3.0,1314,3.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,No
597943,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
601448,Landing Page Submission,Organic Search,No,No,1,10.0,1205,2.5,SMS Sent,Operations Management,,No,No,No,No,No,No,,,Yes
579853,API,Google,No,No,0,3.0,253,3.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
586359,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
631831,Landing Page Submission,Google,No,No,0,5.0,993,5.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
604428,Landing Page Submission,Google,No,No,0,3.0,118,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
588553,Landing Page Submission,Direct Traffic,No,No,0,1.0,212,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
623213,Landing Page Submission,Direct Traffic,No,No,0,10.0,1448,5.0,Email Opened,Business Administration,Unemployed,Yes,No,No,No,No,No,,,No
591360,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
624284,API,bing,No,No,0,2.0,88,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
593025,Landing Page Submission,Google,No,No,0,3.0,212,3.0,SMS Sent,Finance Management,,No,No,No,No,No,No,14.0,17.0,No
586194,Landing Page Submission,Organic Search,No,No,0,5.0,953,2.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
588006,Lead Add Form,Reference,No,No,1,1.0,1486,1.0,Page Visited on Website,Retail Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
630403,Landing Page Submission,Direct Traffic,No,No,0,4.0,204,4.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
641959,Landing Page Submission,Google,No,No,1,6.0,76,3.0,Email Opened,Operations Management,Working Professional,No,No,No,No,No,No,15.0,19.0,No
612699,Landing Page Submission,Google,No,No,0,6.0,262,6.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,Yes
594029,Landing Page Submission,Direct Traffic,No,No,0,3.0,193,3.0,Chat Conversation,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
648992,API,Google,No,No,1,2.0,1137,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
587329,Landing Page Submission,Direct Traffic,No,No,0,2.0,909,2.0,Chat Conversation,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
593069,API,Google,No,No,1,4.0,952,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
651930,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Email Opened,Hospitality Management,Working Professional,No,No,No,No,No,No,14.0,13.0,No
586345,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
601844,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
621999,Landing Page Submission,Organic Search,No,No,0,6.0,589,2.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,,,Yes
582124,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,16.0,No
637465,Landing Page Submission,Direct Traffic,No,No,0,2.0,222,2.0,Email Link Clicked,Operations Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes
624728,Landing Page Submission,Organic Search,No,No,0,3.0,415,3.0,Converted to Lead,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
607333,API,Organic Search,No,No,0,2.0,72,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
646462,API,Google,No,No,0,5.0,636,2.5,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
605617,Landing Page Submission,Google,No,No,0,5.0,185,2.5,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
633844,Landing Page Submission,Google,No,No,1,5.0,479,2.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
629657,Landing Page Submission,Direct Traffic,No,No,1,5.0,1303,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
582144,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,16.0,No
655134,API,Organic Search,No,No,0,2.0,100,2.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
627665,API,Chat,No,No,0,2.0,370,1.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,No
620463,API,Organic Search,No,No,0,4.0,1434,4.0,Converted to Lead,,,No,No,No,No,No,No,,,No
581635,API,Organic Search,No,No,0,4.0,190,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
616185,Landing Page Submission,Google,No,No,1,3.0,1637,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
644512,Landing Page Submission,Direct Traffic,No,No,0,2.0,883,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
613680,Landing Page Submission,Organic Search,No,No,0,3.0,1174,3.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
587108,Landing Page Submission,Google,No,No,1,5.0,752,2.5,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
659644,Landing Page Submission,Direct Traffic,No,No,0,6.0,97,3.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,15.0,18.0,Yes
628652,API,Google,No,No,0,4.0,157,4.0,Email Opened,,,No,No,No,No,No,No,,,No
605592,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
605332,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
598323,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
641455,Landing Page Submission,Direct Traffic,No,No,0,3.0,60,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
599990,API,Organic Search,No,No,1,2.0,576,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
620553,Landing Page Submission,Google,No,No,0,3.0,22,3.0,Form Submitted on Website,Finance Management,,No,No,No,No,No,No,,,No
609897,API,Organic Search,No,No,1,11.0,591,3.67,Email Opened,Rural and Agribusiness,Working Professional,No,No,No,No,No,No,16.0,13.0,Yes
639201,Landing Page Submission,Google,No,No,0,5.0,8,2.5,SMS Sent,Operations Management,,No,No,No,No,No,No,13.0,17.0,No
604359,Landing Page Submission,Google,No,No,1,4.0,1221,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
590656,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
598071,Landing Page Submission,Direct Traffic,No,No,0,11.0,148,2.2,Chat Conversation,Human Resource Management,,No,No,No,No,No,No,,,Yes
597769,Landing Page Submission,Google,No,No,0,2.0,212,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
628437,Landing Page Submission,Organic Search,Yes,No,0,5.0,181,5.0,Unreachable,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
632278,Landing Page Submission,Organic Search,No,No,0,3.0,166,3.0,Converted to Lead,Retail Management,Unemployed,No,No,No,No,No,No,,,No
626900,Landing Page Submission,Google,Yes,No,0,2.0,116,2.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
586638,Landing Page Submission,Google,No,No,1,9.0,1316,4.5,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
603979,Landing Page Submission,Direct Traffic,No,No,0,5.0,71,5.0,Email Opened,,,No,No,No,No,No,No,,,No
580767,Landing Page Submission,Direct Traffic,No,No,0,9.0,191,1.5,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
648293,Landing Page Submission,Google,No,No,0,4.0,75,4.0,Email Link Clicked,Operations Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
629389,Landing Page Submission,Direct Traffic,No,No,0,13.0,11,6.5,Email Opened,E-COMMERCE,Unemployed,Yes,No,No,No,No,No,,,Yes
587903,Landing Page Submission,Direct Traffic,No,No,1,1.0,1102,1.0,Converted to Lead,Operations Management,Working Professional,No,No,No,No,No,No,15.0,17.0,Yes
607308,Landing Page Submission,Direct Traffic,No,No,0,7.0,3,7.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
631282,API,Google,No,No,1,5.0,1469,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
638468,Landing Page Submission,Direct Traffic,No,No,0,5.0,129,2.5,Chat Conversation,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,No
592340,Landing Page Submission,Organic Search,No,No,1,5.0,1722,5.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,13.0,17.0,No
624642,Landing Page Submission,Google,No,No,0,1.0,292,1.0,Converted to Lead,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,No
582170,API,Google,No,No,1,2.0,1298,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
585724,API,Google,No,No,1,2.0,1412,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
643170,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,14.0,No
624638,Landing Page Submission,Direct Traffic,No,No,0,3.0,336,1.5,Page Visited on Website,Business Administration,,No,No,No,No,No,No,,,Yes
645735,Landing Page Submission,Organic Search,No,No,1,11.0,608,11.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
643976,Landing Page Submission,Google,No,No,1,4.0,1205,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
613378,Landing Page Submission,Google,No,No,0,3.0,325,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
605394,API,Google,No,No,1,2.0,804,2.0,Email Opened,,,No,No,No,No,No,No,,,No
643871,Lead Add Form,Reference,No,No,1,,759,,,Business Administration,Unemployed,No,No,No,No,No,No,14.0,19.0,No
626216,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
633759,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
647039,Landing Page Submission,Organic Search,No,No,1,4.0,1381,4.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,Yes
594334,Landing Page Submission,Google,No,No,0,5.0,98,2.5,Form Submitted on Website,Healthcare Management,Unemployed,No,No,No,No,No,No,12.0,15.0,No
608852,API,Organic Search,No,No,1,8.0,10,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
646086,API,Google,No,No,1,2.0,1165,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
601801,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
609244,API,Organic Search,No,No,1,7.0,1061,3.5,SMS Sent,,,No,No,No,No,No,No,,,No
610749,Landing Page Submission,Organic Search,No,No,0,7.0,279,3.5,Form Submitted on Website,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
593781,Landing Page Submission,Google,No,No,0,3.0,144,3.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
630515,Landing Page Submission,Google,No,No,0,4.0,464,4.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,,,No
607059,Landing Page Submission,Direct Traffic,No,No,0,2.0,459,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
646558,Landing Page Submission,Organic Search,No,No,1,6.0,298,6.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
643283,Lead Import,Facebook,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
644717,Landing Page Submission,Organic Search,No,No,0,4.0,1075,4.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,15.0,16.0,Yes
655694,API,Organic Search,No,No,0,3.0,623,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
620147,API,Google,No,No,0,3.0,51,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
641144,API,Google,No,No,0,2.0,94,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
651443,API,Organic Search,No,No,1,5.0,1092,5.0,Had a Phone Conversation,,,No,No,No,No,No,No,14.0,15.0,No
630386,Landing Page Submission,Organic Search,No,No,0,7.0,231,7.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
599548,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,134,1.0,Email Bounced,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
650970,Landing Page Submission,Google,No,No,1,4.0,854,4.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,17.0,No
612293,API,Google,No,No,0,2.0,221,2.0,Chat Conversation,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
584443,API,Organic Search,No,No,0,5.0,124,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
641492,API,Direct Traffic,No,No,0,2.0,303,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
584604,Landing Page Submission,Direct Traffic,No,No,0,2.0,407,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
624273,Landing Page Submission,Direct Traffic,No,No,0,5.0,290,1.67,Email Link Clicked,Marketing Management,,No,No,No,No,No,No,,,Yes
589150,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
637589,Landing Page Submission,Direct Traffic,No,No,0,2.0,89,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
639464,Landing Page Submission,Organic Search,No,No,0,4.0,229,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,16.0,No
649656,Landing Page Submission,Organic Search,No,No,0,3.0,183,3.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
636930,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
614206,Landing Page Submission,Direct Traffic,No,No,1,10.0,568,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
622363,API,Google,No,No,1,2.0,145,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
613979,API,Organic Search,No,No,1,4.0,918,2.0,Page Visited on Website,Rural and Agribusiness,Working Professional,No,No,No,No,No,No,15.0,12.0,No
633046,API,Google,No,No,0,3.0,28,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
604900,Landing Page Submission,Organic Search,No,No,0,9.0,1309,4.5,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes
620179,Landing Page Submission,Google,No,No,1,6.0,1212,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
645610,API,Direct Traffic,No,No,0,4.0,446,1.33,Email Opened,,,No,No,No,No,No,No,,,No
644861,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
639299,API,Google,No,No,0,2.0,1260,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
634981,API,Google,No,No,0,2.0,403,2.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
621368,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
597919,Landing Page Submission,Direct Traffic,No,No,0,1.0,262,1.0,Converted to Lead,Operations Management,Unemployed,No,No,No,No,No,No,,,No
646170,API,Google,No,No,1,3.0,1360,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
597415,Landing Page Submission,Direct Traffic,No,No,0,2.0,10,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
605228,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
660423,Landing Page Submission,Direct Traffic,No,No,0,5.0,182,5.0,Email Opened,Select,Student,No,No,No,No,No,No,13.0,18.0,No
628220,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
625137,Landing Page Submission,Google,No,No,0,10.0,877,3.33,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
619857,Landing Page Submission,Direct Traffic,No,No,1,3.0,718,1.5,SMS Sent,IT Projects Management,,No,No,No,No,No,No,15.0,14.0,Yes
581077,Landing Page Submission,Direct Traffic,No,No,0,4.0,95,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,Yes
626989,API,Google,No,No,0,3.0,1456,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
586377,Landing Page Submission,Direct Traffic,No,No,0,1.0,533,1.0,Converted to Lead,Operations Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
649712,API,Organic Search,No,No,0,3.0,461,1.5,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
652014,API,Google,No,No,1,2.0,1300,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
591384,Landing Page Submission,Organic Search,Yes,No,0,10.0,613,10.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
642969,Landing Page Submission,Direct Traffic,No,No,0,3.0,1041,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,Yes
650231,Landing Page Submission,Google,No,No,0,5.0,28,2.5,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,11.0,18.0,No
582607,API,Google,No,No,1,3.0,1320,1.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
614082,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
642719,Landing Page Submission,Organic Search,No,No,0,4.0,436,4.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,10.0,14.0,Yes
615064,API,Organic Search,Yes,No,1,2.0,342,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
587973,Lead Add Form,Reference,No,No,0,,1201,,,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
585145,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
584299,Landing Page Submission,Direct Traffic,No,No,0,3.0,1419,3.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
614511,Landing Page Submission,Direct Traffic,No,No,0,4.0,148,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
628464,Landing Page Submission,Direct Traffic,No,No,0,4.0,86,4.0,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
634068,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
614070,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
625727,Landing Page Submission,Direct Traffic,No,No,0,1.0,136,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
